id,topic,question,answer,commands,source
215,Venv,How do you list installed packages in a virtual environment?,Use pip list or pip freeze to see installed packages. pip freeze is commonly used for creating requirements.txt.,pip list; pip freeze; pip freeze > requirements.txt,https://stackoverflow.com/questions/739993/how-can-i-get-a-list-of-locally-installed-python-modules
216,Venv,How do you create a Python virtual environment?,Use python -m venv to create a virtual environment. This creates an isolated Python environment.,python -m venv myenv; python3 -m venv venv,https://stackoverflow.com/questions/41573587/what-is-the-difference-between-venv-pyvenv-pyenv-virtualenv-virtualenvwrappe
217,Venv,How do you activate a virtual environment?,"The activation command depends on your operating system. On Windows use Scripts\activate, on Linux/Mac use bin/activate.",source venv/bin/activate; venv\Scripts\activate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
218,Venv,How do you deactivate a virtual environment?,Simply run the deactivate command from within the activated virtual environment.,deactivate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
219,Venv,How do you install packages in a virtual environment?,"Activate the virtual environment first, then use pip install to install packages.",source venv/bin/activate; pip install package_name; pip install -r requirements.txt,https://stackoverflow.com/questions/7225900/how-to-install-packages-using-pip-according-to-the-requirements-txt-file-from-a
220,Venv,How do you list installed packages in a virtual environment?,Use pip list or pip freeze to see installed packages. pip freeze is commonly used for creating requirements.txt.,pip list; pip freeze; pip freeze > requirements.txt,https://stackoverflow.com/questions/739993/how-can-i-get-a-list-of-locally-installed-python-modules
221,Venv,How do you create a Python virtual environment?,Use python -m venv to create a virtual environment. This creates an isolated Python environment.,python -m venv myenv; python3 -m venv venv,https://stackoverflow.com/questions/41573587/what-is-the-difference-between-venv-pyvenv-pyenv-virtualenv-virtualenvwrappe
222,Venv,How do you activate a virtual environment?,"The activation command depends on your operating system. On Windows use Scripts\activate, on Linux/Mac use bin/activate.",source venv/bin/activate; venv\Scripts\activate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
223,Venv,How do you deactivate a virtual environment?,Simply run the deactivate command from within the activated virtual environment.,deactivate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
224,Venv,How do you install packages in a virtual environment?,"Activate the virtual environment first, then use pip install to install packages.",source venv/bin/activate; pip install package_name; pip install -r requirements.txt,https://stackoverflow.com/questions/7225900/how-to-install-packages-using-pip-according-to-the-requirements-txt-file-from-a
225,Venv,How do you list installed packages in a virtual environment?,Use pip list or pip freeze to see installed packages. pip freeze is commonly used for creating requirements.txt.,pip list; pip freeze; pip freeze > requirements.txt,https://stackoverflow.com/questions/739993/how-can-i-get-a-list-of-locally-installed-python-modules
226,Venv,How do you create a Python virtual environment?,Use python -m venv to create a virtual environment. This creates an isolated Python environment.,python -m venv myenv; python3 -m venv venv,https://stackoverflow.com/questions/41573587/what-is-the-difference-between-venv-pyvenv-pyenv-virtualenv-virtualenvwrappe
227,Venv,How do you activate a virtual environment?,"The activation command depends on your operating system. On Windows use Scripts\activate, on Linux/Mac use bin/activate.",source venv/bin/activate; venv\Scripts\activate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
228,Venv,How do you deactivate a virtual environment?,Simply run the deactivate command from within the activated virtual environment.,deactivate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
229,Venv,How do you install packages in a virtual environment?,"Activate the virtual environment first, then use pip install to install packages.",source venv/bin/activate; pip install package_name; pip install -r requirements.txt,https://stackoverflow.com/questions/7225900/how-to-install-packages-using-pip-according-to-the-requirements-txt-file-from-a
230,Venv,How do you list installed packages in a virtual environment?,Use pip list or pip freeze to see installed packages. pip freeze is commonly used for creating requirements.txt.,pip list; pip freeze; pip freeze > requirements.txt,https://stackoverflow.com/questions/739993/how-can-i-get-a-list-of-locally-installed-python-modules
231,Venv,How do you create a Python virtual environment?,Use python -m venv to create a virtual environment. This creates an isolated Python environment.,python -m venv myenv; python3 -m venv venv,https://stackoverflow.com/questions/41573587/what-is-the-difference-between-venv-pyvenv-pyenv-virtualenv-virtualenvwrappe
232,Venv,How do you activate a virtual environment?,"The activation command depends on your operating system. On Windows use Scripts\activate, on Linux/Mac use bin/activate.",source venv/bin/activate; venv\Scripts\activate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
233,Venv,How do you deactivate a virtual environment?,Simply run the deactivate command from within the activated virtual environment.,deactivate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
234,Venv,How do you install packages in a virtual environment?,"Activate the virtual environment first, then use pip install to install packages.",source venv/bin/activate; pip install package_name; pip install -r requirements.txt,https://stackoverflow.com/questions/7225900/how-to-install-packages-using-pip-according-to-the-requirements-txt-file-from-a
235,Venv,How do you list installed packages in a virtual environment?,Use pip list or pip freeze to see installed packages. pip freeze is commonly used for creating requirements.txt.,pip list; pip freeze; pip freeze > requirements.txt,https://stackoverflow.com/questions/739993/how-can-i-get-a-list-of-locally-installed-python-modules
236,Venv,How do you create a Python virtual environment?,Use python -m venv to create a virtual environment. This creates an isolated Python environment.,python -m venv myenv; python3 -m venv venv,https://stackoverflow.com/questions/41573587/what-is-the-difference-between-venv-pyvenv-pyenv-virtualenv-virtualenvwrappe
237,Venv,How do you activate a virtual environment?,"The activation command depends on your operating system. On Windows use Scripts\activate, on Linux/Mac use bin/activate.",source venv/bin/activate; venv\Scripts\activate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
238,Venv,How do you deactivate a virtual environment?,Simply run the deactivate command from within the activated virtual environment.,deactivate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
239,Venv,How do you install packages in a virtual environment?,"Activate the virtual environment first, then use pip install to install packages.",source venv/bin/activate; pip install package_name; pip install -r requirements.txt,https://stackoverflow.com/questions/7225900/how-to-install-packages-using-pip-according-to-the-requirements-txt-file-from-a
240,Venv,How do you list installed packages in a virtual environment?,Use pip list or pip freeze to see installed packages. pip freeze is commonly used for creating requirements.txt.,pip list; pip freeze; pip freeze > requirements.txt,https://stackoverflow.com/questions/739993/how-can-i-get-a-list-of-locally-installed-python-modules
241,Venv,How do you create a Python virtual environment?,Use python -m venv to create a virtual environment. This creates an isolated Python environment.,python -m venv myenv; python3 -m venv venv,https://stackoverflow.com/questions/41573587/what-is-the-difference-between-venv-pyvenv-pyenv-virtualenv-virtualenvwrappe
242,Venv,How do you activate a virtual environment?,"The activation command depends on your operating system. On Windows use Scripts\activate, on Linux/Mac use bin/activate.",source venv/bin/activate; venv\Scripts\activate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
243,Venv,How do you deactivate a virtual environment?,Simply run the deactivate command from within the activated virtual environment.,deactivate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
244,Venv,How do you install packages in a virtual environment?,"Activate the virtual environment first, then use pip install to install packages.",source venv/bin/activate; pip install package_name; pip install -r requirements.txt,https://stackoverflow.com/questions/7225900/how-to-install-packages-using-pip-according-to-the-requirements-txt-file-from-a
245,Venv,How do you list installed packages in a virtual environment?,Use pip list or pip freeze to see installed packages. pip freeze is commonly used for creating requirements.txt.,pip list; pip freeze; pip freeze > requirements.txt,https://stackoverflow.com/questions/739993/how-can-i-get-a-list-of-locally-installed-python-modules
246,Venv,How do you create a Python virtual environment?,Use python -m venv to create a virtual environment. This creates an isolated Python environment.,python -m venv myenv; python3 -m venv venv,https://stackoverflow.com/questions/41573587/what-is-the-difference-between-venv-pyvenv-pyenv-virtualenv-virtualenvwrappe
247,Venv,How do you activate a virtual environment?,"The activation command depends on your operating system. On Windows use Scripts\activate, on Linux/Mac use bin/activate.",source venv/bin/activate; venv\Scripts\activate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
248,Venv,How do you deactivate a virtual environment?,Simply run the deactivate command from within the activated virtual environment.,deactivate,https://stackoverflow.com/questions/8648906/how-do-i-activate-a-virtualenv
249,Venv,How do you install packages in a virtual environment?,"Activate the virtual environment first, then use pip install to install packages.",source venv/bin/activate; pip install package_name; pip install -r requirements.txt,https://stackoverflow.com/questions/7225900/how-to-install-packages-using-pip-according-to-the-requirements-txt-file-from-a
250,Venv,How do you list installed packages in a virtual environment?,Use pip list or pip freeze to see installed packages. pip freeze is commonly used for creating requirements.txt.,pip list; pip freeze; pip freeze > requirements.txt,https://stackoverflow.com/questions/739993/how-can-i-get-a-list-of-locally-installed-python-modules
251,Docker,How do you build a Docker image from a Dockerfile?,Use docker build command with -t flag to tag the image and specify the build context.,docker build -t myapp:latest .; docker build -t myapp:v1.0 /path/to/dockerfile/,https://stackoverflow.com/questions/27134618/how-to-properly-build-docker-image
252,Docker,How do you run a Docker container?,"Use docker run command. Common flags include -d for detached mode, -p for port mapping, and -v for volume mounting.",docker run myapp; docker run -d -p 8080:80 myapp; docker run -it myapp /bin/bash,https://stackoverflow.com/questions/20813486/example-of-how-to-use-docker-run
253,Docker,How do you list running Docker containers?,"Use docker ps to list running containers, or docker ps -a to list all containers including stopped ones.",docker ps; docker ps -a,https://stackoverflow.com/questions/16840409/how-to-list-containers-in-docker
254,Docker,How do you stop and remove Docker containers?,Use docker stop to stop a running container and docker rm to remove it. You can combine both operations.,docker stop container_id; docker rm container_id; docker stop $(docker ps -q),https://stackoverflow.com/questions/17236796/how-to-remove-old-docker-containers
255,Docker,How do you execute commands in a running Docker container?,Use docker exec to run commands in a running container. Use -it flags for interactive terminal access.,docker exec container_id ls; docker exec -it container_id /bin/bash,https://stackoverflow.com/questions/20932357/docker-enter-running-container
256,Docker,How do you build a Docker image from a Dockerfile?,Use docker build command with -t flag to tag the image and specify the build context.,docker build -t myapp:latest .; docker build -t myapp:v1.0 /path/to/dockerfile/,https://stackoverflow.com/questions/27134618/how-to-properly-build-docker-image
257,Docker,How do you run a Docker container?,"Use docker run command. Common flags include -d for detached mode, -p for port mapping, and -v for volume mounting.",docker run myapp; docker run -d -p 8080:80 myapp; docker run -it myapp /bin/bash,https://stackoverflow.com/questions/20813486/example-of-how-to-use-docker-run
258,Docker,How do you list running Docker containers?,"Use docker ps to list running containers, or docker ps -a to list all containers including stopped ones.",docker ps; docker ps -a,https://stackoverflow.com/questions/16840409/how-to-list-containers-in-docker
259,Docker,How do you stop and remove Docker containers?,Use docker stop to stop a running container and docker rm to remove it. You can combine both operations.,docker stop container_id; docker rm container_id; docker stop $(docker ps -q),https://stackoverflow.com/questions/17236796/how-to-remove-old-docker-containers
260,Docker,How do you execute commands in a running Docker container?,Use docker exec to run commands in a running container. Use -it flags for interactive terminal access.,docker exec container_id ls; docker exec -it container_id /bin/bash,https://stackoverflow.com/questions/20932357/docker-enter-running-container
261,Docker,How do you build a Docker image from a Dockerfile?,Use docker build command with -t flag to tag the image and specify the build context.,docker build -t myapp:latest .; docker build -t myapp:v1.0 /path/to/dockerfile/,https://stackoverflow.com/questions/27134618/how-to-properly-build-docker-image
262,Docker,How do you run a Docker container?,"Use docker run command. Common flags include -d for detached mode, -p for port mapping, and -v for volume mounting.",docker run myapp; docker run -d -p 8080:80 myapp; docker run -it myapp /bin/bash,https://stackoverflow.com/questions/20813486/example-of-how-to-use-docker-run
263,Docker,How do you list running Docker containers?,"Use docker ps to list running containers, or docker ps -a to list all containers including stopped ones.",docker ps; docker ps -a,https://stackoverflow.com/questions/16840409/how-to-list-containers-in-docker
264,Docker,How do you stop and remove Docker containers?,Use docker stop to stop a running container and docker rm to remove it. You can combine both operations.,docker stop container_id; docker rm container_id; docker stop $(docker ps -q),https://stackoverflow.com/questions/17236796/how-to-remove-old-docker-containers
265,Docker,How do you execute commands in a running Docker container?,Use docker exec to run commands in a running container. Use -it flags for interactive terminal access.,docker exec container_id ls; docker exec -it container_id /bin/bash,https://stackoverflow.com/questions/20932357/docker-enter-running-container
266,Docker,How do you build a Docker image from a Dockerfile?,Use docker build command with -t flag to tag the image and specify the build context.,docker build -t myapp:latest .; docker build -t myapp:v1.0 /path/to/dockerfile/,https://stackoverflow.com/questions/27134618/how-to-properly-build-docker-image
267,Docker,How do you run a Docker container?,"Use docker run command. Common flags include -d for detached mode, -p for port mapping, and -v for volume mounting.",docker run myapp; docker run -d -p 8080:80 myapp; docker run -it myapp /bin/bash,https://stackoverflow.com/questions/20813486/example-of-how-to-use-docker-run
268,Docker,How do you list running Docker containers?,"Use docker ps to list running containers, or docker ps -a to list all containers including stopped ones.",docker ps; docker ps -a,https://stackoverflow.com/questions/16840409/how-to-list-containers-in-docker
269,Docker,How do you stop and remove Docker containers?,Use docker stop to stop a running container and docker rm to remove it. You can combine both operations.,docker stop container_id; docker rm container_id; docker stop $(docker ps -q),https://stackoverflow.com/questions/17236796/how-to-remove-old-docker-containers
270,Docker,How do you execute commands in a running Docker container?,Use docker exec to run commands in a running container. Use -it flags for interactive terminal access.,docker exec container_id ls; docker exec -it container_id /bin/bash,https://stackoverflow.com/questions/20932357/docker-enter-running-container
271,Docker,How do you build a Docker image from a Dockerfile?,Use docker build command with -t flag to tag the image and specify the build context.,docker build -t myapp:latest .; docker build -t myapp:v1.0 /path/to/dockerfile/,https://stackoverflow.com/questions/27134618/how-to-properly-build-docker-image
272,Docker,How do you run a Docker container?,"Use docker run command. Common flags include -d for detached mode, -p for port mapping, and -v for volume mounting.",docker run myapp; docker run -d -p 8080:80 myapp; docker run -it myapp /bin/bash,https://stackoverflow.com/questions/20813486/example-of-how-to-use-docker-run
273,Docker,How do you list running Docker containers?,"Use docker ps to list running containers, or docker ps -a to list all containers including stopped ones.",docker ps; docker ps -a,https://stackoverflow.com/questions/16840409/how-to-list-containers-in-docker
274,Docker,How do you stop and remove Docker containers?,Use docker stop to stop a running container and docker rm to remove it. You can combine both operations.,docker stop container_id; docker rm container_id; docker stop $(docker ps -q),https://stackoverflow.com/questions/17236796/how-to-remove-old-docker-containers
275,Docker,How do you execute commands in a running Docker container?,Use docker exec to run commands in a running container. Use -it flags for interactive terminal access.,docker exec container_id ls; docker exec -it container_id /bin/bash,https://stackoverflow.com/questions/20932357/docker-enter-running-container
276,Docker,How do you build a Docker image from a Dockerfile?,Use docker build command with -t flag to tag the image and specify the build context.,docker build -t myapp:latest .; docker build -t myapp:v1.0 /path/to/dockerfile/,https://stackoverflow.com/questions/27134618/how-to-properly-build-docker-image
277,Docker,How do you run a Docker container?,"Use docker run command. Common flags include -d for detached mode, -p for port mapping, and -v for volume mounting.",docker run myapp; docker run -d -p 8080:80 myapp; docker run -it myapp /bin/bash,https://stackoverflow.com/questions/20813486/example-of-how-to-use-docker-run
278,Docker,How do you list running Docker containers?,"Use docker ps to list running containers, or docker ps -a to list all containers including stopped ones.",docker ps; docker ps -a,https://stackoverflow.com/questions/16840409/how-to-list-containers-in-docker
279,Docker,How do you stop and remove Docker containers?,Use docker stop to stop a running container and docker rm to remove it. You can combine both operations.,docker stop container_id; docker rm container_id; docker stop $(docker ps -q),https://stackoverflow.com/questions/17236796/how-to-remove-old-docker-containers
280,Docker,How do you execute commands in a running Docker container?,Use docker exec to run commands in a running container. Use -it flags for interactive terminal access.,docker exec container_id ls; docker exec -it container_id /bin/bash,https://stackoverflow.com/questions/20932357/docker-enter-running-container
281,Docker,How do you build a Docker image from a Dockerfile?,Use docker build command with -t flag to tag the image and specify the build context.,docker build -t myapp:latest .; docker build -t myapp:v1.0 /path/to/dockerfile/,https://stackoverflow.com/questions/27134618/how-to-properly-build-docker-image
282,Docker,How do you run a Docker container?,"Use docker run command. Common flags include -d for detached mode, -p for port mapping, and -v for volume mounting.",docker run myapp; docker run -d -p 8080:80 myapp; docker run -it myapp /bin/bash,https://stackoverflow.com/questions/20813486/example-of-how-to-use-docker-run
283,Docker,How do you list running Docker containers?,"Use docker ps to list running containers, or docker ps -a to list all containers including stopped ones.",docker ps; docker ps -a,https://stackoverflow.com/questions/16840409/how-to-list-containers-in-docker
284,Docker,How do you stop and remove Docker containers?,Use docker stop to stop a running container and docker rm to remove it. You can combine both operations.,docker stop container_id; docker rm container_id; docker stop $(docker ps -q),https://stackoverflow.com/questions/17236796/how-to-remove-old-docker-containers
285,Docker,How do you execute commands in a running Docker container?,Use docker exec to run commands in a running container. Use -it flags for interactive terminal access.,docker exec container_id ls; docker exec -it container_id /bin/bash,https://stackoverflow.com/questions/20932357/docker-enter-running-container
286,Docker,How do you build a Docker image from a Dockerfile?,Use docker build command with -t flag to tag the image and specify the build context.,docker build -t myapp:latest .; docker build -t myapp:v1.0 /path/to/dockerfile/,https://stackoverflow.com/questions/27134618/how-to-properly-build-docker-image
287,Docker,How do you run a Docker container?,"Use docker run command. Common flags include -d for detached mode, -p for port mapping, and -v for volume mounting.",docker run myapp; docker run -d -p 8080:80 myapp; docker run -it myapp /bin/bash,https://stackoverflow.com/questions/20813486/example-of-how-to-use-docker-run
288,Docker,How do you list running Docker containers?,"Use docker ps to list running containers, or docker ps -a to list all containers including stopped ones.",docker ps; docker ps -a,https://stackoverflow.com/questions/16840409/how-to-list-containers-in-docker
289,Docker,How do you stop and remove Docker containers?,Use docker stop to stop a running container and docker rm to remove it. You can combine both operations.,docker stop container_id; docker rm container_id; docker stop $(docker ps -q),https://stackoverflow.com/questions/17236796/how-to-remove-old-docker-containers
290,Docker,How do you execute commands in a running Docker container?,Use docker exec to run commands in a running container. Use -it flags for interactive terminal access.,docker exec container_id ls; docker exec -it container_id /bin/bash,https://stackoverflow.com/questions/20932357/docker-enter-running-container
291,Docker,How do you build a Docker image from a Dockerfile?,Use docker build command with -t flag to tag the image and specify the build context.,docker build -t myapp:latest .; docker build -t myapp:v1.0 /path/to/dockerfile/,https://stackoverflow.com/questions/27134618/how-to-properly-build-docker-image
292,Docker,How do you run a Docker container?,"Use docker run command. Common flags include -d for detached mode, -p for port mapping, and -v for volume mounting.",docker run myapp; docker run -d -p 8080:80 myapp; docker run -it myapp /bin/bash,https://stackoverflow.com/questions/20813486/example-of-how-to-use-docker-run
293,Docker,How do you list running Docker containers?,"Use docker ps to list running containers, or docker ps -a to list all containers including stopped ones.",docker ps; docker ps -a,https://stackoverflow.com/questions/16840409/how-to-list-containers-in-docker
294,Docker,How do you stop and remove Docker containers?,Use docker stop to stop a running container and docker rm to remove it. You can combine both operations.,docker stop container_id; docker rm container_id; docker stop $(docker ps -q),https://stackoverflow.com/questions/17236796/how-to-remove-old-docker-containers
295,Docker,How do you execute commands in a running Docker container?,Use docker exec to run commands in a running container. Use -it flags for interactive terminal access.,docker exec container_id ls; docker exec -it container_id /bin/bash,https://stackoverflow.com/questions/20932357/docker-enter-running-container
296,Docker,How do you build a Docker image from a Dockerfile?,Use docker build command with -t flag to tag the image and specify the build context.,docker build -t myapp:latest .; docker build -t myapp:v1.0 /path/to/dockerfile/,https://stackoverflow.com/questions/27134618/how-to-properly-build-docker-image
297,Docker,How do you run a Docker container?,"Use docker run command. Common flags include -d for detached mode, -p for port mapping, and -v for volume mounting.",docker run myapp; docker run -d -p 8080:80 myapp; docker run -it myapp /bin/bash,https://stackoverflow.com/questions/20813486/example-of-how-to-use-docker-run
298,Docker,How do you list running Docker containers?,"Use docker ps to list running containers, or docker ps -a to list all containers including stopped ones.",docker ps; docker ps -a,https://stackoverflow.com/questions/16840409/how-to-list-containers-in-docker
299,Docker,How do you stop and remove Docker containers?,Use docker stop to stop a running container and docker rm to remove it. You can combine both operations.,docker stop container_id; docker rm container_id; docker stop $(docker ps -q),https://stackoverflow.com/questions/17236796/how-to-remove-old-docker-containers
300,Docker,How do you execute commands in a running Docker container?,Use docker exec to run commands in a running container. Use -it flags for interactive terminal access.,docker exec container_id ls; docker exec -it container_id /bin/bash,https://stackoverflow.com/questions/20932357/docker-enter-running-container
301,Linux,How do you change file permissions in Linux?,Use chmod command to change file permissions. You can use numeric notation (755) or symbolic notation (u+x).,chmod 755 filename.sh; chmod u+x filename.sh; chmod -R 644 /path/to/directory/,https://stackoverflow.com/questions/14372486/how-to-change-the-permission-of-a-file-using-chmod-command-by-giving-the-octal
302,Linux,How do you find files by name in Linux?,"Use the find command to search for files by name, type, or other criteria.","find /path -name ""filename.txt""; find . -name ""*.py""; find /home -type f -name ""*.log""",https://stackoverflow.com/questions/6844785/how-to-use-the-find-command-to-search-for-files
303,Linux,How do you monitor system processes in Linux?,"Use ps, top, or htop commands to monitor running processes. ps shows snapshot, top shows real-time updates.",ps aux; top; ps -ef | grep process_name,https://stackoverflow.com/questions/4506975/how-can-i-see-all-running-processes
304,Linux,How do you check disk space usage in Linux?,Use df command to check filesystem disk space usage and du command to check directory space usage.,df -h; du -sh /path/to/directory; du -h --max-depth=1,https://stackoverflow.com/questions/1189985/how-to-check-disk-space-in-linux
305,Linux,How do you create and manage symbolic links?,Use ln -s command to create symbolic links (symlinks) that point to other files or directories.,ln -s /path/to/original /path/to/link; ls -la; readlink linkname,https://stackoverflow.com/questions/1753070/how-do-i-create-a-symbolic-link-in-linux
306,Linux,How do you change file permissions in Linux?,Use chmod command to change file permissions. You can use numeric notation (755) or symbolic notation (u+x).,chmod 755 filename.sh; chmod u+x filename.sh; chmod -R 644 /path/to/directory/,https://stackoverflow.com/questions/14372486/how-to-change-the-permission-of-a-file-using-chmod-command-by-giving-the-octal
307,Linux,How do you find files by name in Linux?,"Use the find command to search for files by name, type, or other criteria.","find /path -name ""filename.txt""; find . -name ""*.py""; find /home -type f -name ""*.log""",https://stackoverflow.com/questions/6844785/how-to-use-the-find-command-to-search-for-files
308,Linux,How do you monitor system processes in Linux?,"Use ps, top, or htop commands to monitor running processes. ps shows snapshot, top shows real-time updates.",ps aux; top; ps -ef | grep process_name,https://stackoverflow.com/questions/4506975/how-can-i-see-all-running-processes
309,Linux,How do you check disk space usage in Linux?,Use df command to check filesystem disk space usage and du command to check directory space usage.,df -h; du -sh /path/to/directory; du -h --max-depth=1,https://stackoverflow.com/questions/1189985/how-to-check-disk-space-in-linux
310,Linux,How do you create and manage symbolic links?,Use ln -s command to create symbolic links (symlinks) that point to other files or directories.,ln -s /path/to/original /path/to/link; ls -la; readlink linkname,https://stackoverflow.com/questions/1753070/how-do-i-create-a-symbolic-link-in-linux
311,Linux,How do you change file permissions in Linux?,Use chmod command to change file permissions. You can use numeric notation (755) or symbolic notation (u+x).,chmod 755 filename.sh; chmod u+x filename.sh; chmod -R 644 /path/to/directory/,https://stackoverflow.com/questions/14372486/how-to-change-the-permission-of-a-file-using-chmod-command-by-giving-the-octal
312,Linux,How do you find files by name in Linux?,"Use the find command to search for files by name, type, or other criteria.","find /path -name ""filename.txt""; find . -name ""*.py""; find /home -type f -name ""*.log""",https://stackoverflow.com/questions/6844785/how-to-use-the-find-command-to-search-for-files
313,Linux,How do you monitor system processes in Linux?,"Use ps, top, or htop commands to monitor running processes. ps shows snapshot, top shows real-time updates.",ps aux; top; ps -ef | grep process_name,https://stackoverflow.com/questions/4506975/how-can-i-see-all-running-processes
314,Linux,How do you check disk space usage in Linux?,Use df command to check filesystem disk space usage and du command to check directory space usage.,df -h; du -sh /path/to/directory; du -h --max-depth=1,https://stackoverflow.com/questions/1189985/how-to-check-disk-space-in-linux
315,Linux,How do you create and manage symbolic links?,Use ln -s command to create symbolic links (symlinks) that point to other files or directories.,ln -s /path/to/original /path/to/link; ls -la; readlink linkname,https://stackoverflow.com/questions/1753070/how-do-i-create-a-symbolic-link-in-linux
316,Linux,How do you change file permissions in Linux?,Use chmod command to change file permissions. You can use numeric notation (755) or symbolic notation (u+x).,chmod 755 filename.sh; chmod u+x filename.sh; chmod -R 644 /path/to/directory/,https://stackoverflow.com/questions/14372486/how-to-change-the-permission-of-a-file-using-chmod-command-by-giving-the-octal
317,Linux,How do you find files by name in Linux?,"Use the find command to search for files by name, type, or other criteria.","find /path -name ""filename.txt""; find . -name ""*.py""; find /home -type f -name ""*.log""",https://stackoverflow.com/questions/6844785/how-to-use-the-find-command-to-search-for-files
318,Linux,How do you monitor system processes in Linux?,"Use ps, top, or htop commands to monitor running processes. ps shows snapshot, top shows real-time updates.",ps aux; top; ps -ef | grep process_name,https://stackoverflow.com/questions/4506975/how-can-i-see-all-running-processes
319,Linux,How do you check disk space usage in Linux?,Use df command to check filesystem disk space usage and du command to check directory space usage.,df -h; du -sh /path/to/directory; du -h --max-depth=1,https://stackoverflow.com/questions/1189985/how-to-check-disk-space-in-linux
320,Linux,How do you create and manage symbolic links?,Use ln -s command to create symbolic links (symlinks) that point to other files or directories.,ln -s /path/to/original /path/to/link; ls -la; readlink linkname,https://stackoverflow.com/questions/1753070/how-do-i-create-a-symbolic-link-in-linux
321,Linux,How do you change file permissions in Linux?,Use chmod command to change file permissions. You can use numeric notation (755) or symbolic notation (u+x).,chmod 755 filename.sh; chmod u+x filename.sh; chmod -R 644 /path/to/directory/,https://stackoverflow.com/questions/14372486/how-to-change-the-permission-of-a-file-using-chmod-command-by-giving-the-octal
322,Linux,How do you find files by name in Linux?,"Use the find command to search for files by name, type, or other criteria.","find /path -name ""filename.txt""; find . -name ""*.py""; find /home -type f -name ""*.log""",https://stackoverflow.com/questions/6844785/how-to-use-the-find-command-to-search-for-files
323,Linux,How do you monitor system processes in Linux?,"Use ps, top, or htop commands to monitor running processes. ps shows snapshot, top shows real-time updates.",ps aux; top; ps -ef | grep process_name,https://stackoverflow.com/questions/4506975/how-can-i-see-all-running-processes
324,Linux,How do you check disk space usage in Linux?,Use df command to check filesystem disk space usage and du command to check directory space usage.,df -h; du -sh /path/to/directory; du -h --max-depth=1,https://stackoverflow.com/questions/1189985/how-to-check-disk-space-in-linux
325,Linux,How do you create and manage symbolic links?,Use ln -s command to create symbolic links (symlinks) that point to other files or directories.,ln -s /path/to/original /path/to/link; ls -la; readlink linkname,https://stackoverflow.com/questions/1753070/how-do-i-create-a-symbolic-link-in-linux
326,Linux,How do you change file permissions in Linux?,Use chmod command to change file permissions. You can use numeric notation (755) or symbolic notation (u+x).,chmod 755 filename.sh; chmod u+x filename.sh; chmod -R 644 /path/to/directory/,https://stackoverflow.com/questions/14372486/how-to-change-the-permission-of-a-file-using-chmod-command-by-giving-the-octal
327,Linux,How do you find files by name in Linux?,"Use the find command to search for files by name, type, or other criteria.","find /path -name ""filename.txt""; find . -name ""*.py""; find /home -type f -name ""*.log""",https://stackoverflow.com/questions/6844785/how-to-use-the-find-command-to-search-for-files
328,Linux,How do you monitor system processes in Linux?,"Use ps, top, or htop commands to monitor running processes. ps shows snapshot, top shows real-time updates.",ps aux; top; ps -ef | grep process_name,https://stackoverflow.com/questions/4506975/how-can-i-see-all-running-processes
329,Linux,How do you check disk space usage in Linux?,Use df command to check filesystem disk space usage and du command to check directory space usage.,df -h; du -sh /path/to/directory; du -h --max-depth=1,https://stackoverflow.com/questions/1189985/how-to-check-disk-space-in-linux
330,Linux,How do you create and manage symbolic links?,Use ln -s command to create symbolic links (symlinks) that point to other files or directories.,ln -s /path/to/original /path/to/link; ls -la; readlink linkname,https://stackoverflow.com/questions/1753070/how-do-i-create-a-symbolic-link-in-linux
331,Linux,How do you change file permissions in Linux?,Use chmod command to change file permissions. You can use numeric notation (755) or symbolic notation (u+x).,chmod 755 filename.sh; chmod u+x filename.sh; chmod -R 644 /path/to/directory/,https://stackoverflow.com/questions/14372486/how-to-change-the-permission-of-a-file-using-chmod-command-by-giving-the-octal
332,Linux,How do you find files by name in Linux?,"Use the find command to search for files by name, type, or other criteria.","find /path -name ""filename.txt""; find . -name ""*.py""; find /home -type f -name ""*.log""",https://stackoverflow.com/questions/6844785/how-to-use-the-find-command-to-search-for-files
333,Linux,How do you monitor system processes in Linux?,"Use ps, top, or htop commands to monitor running processes. ps shows snapshot, top shows real-time updates.",ps aux; top; ps -ef | grep process_name,https://stackoverflow.com/questions/4506975/how-can-i-see-all-running-processes
334,Linux,How do you check disk space usage in Linux?,Use df command to check filesystem disk space usage and du command to check directory space usage.,df -h; du -sh /path/to/directory; du -h --max-depth=1,https://stackoverflow.com/questions/1189985/how-to-check-disk-space-in-linux
